NA-42_shelfmark,Heading,Title,Imprint,Format,Date1,Date2,City,Country,Language,Category,Subject,Binding,Lot_no,Shelfmark,Shelf,Shelf_section,In_TCD,Is_measured,Has_photo,height,width,Measurement_inferred
F.3.1 [5:1],BOR (Pieter) Christiaensz.,"Nederlantsche oorloghen, beroerten, ende borgerlijcke oneenicheyden, beginnende mette opdrachte der selver landen, gedaen by keyser Karel de V. aen zijnen zoon koninck Philippus van Spangien, tot de doot van Willem prince van Orangien.",Leyden et Amst. 1621. fol. 5 tom. [6 voll.] . ,fol.,1621,0,Leiden,ne|,DUTCH,GERMANIAE INFERIORIS ,Histories of the Civil Wars in the Netherlands,calf,6866,Fag.U.8.2,F3,1,TRUE,FALSE,FALSE,340,72,(estimate)
F.3.1 [5:2],BOR (Pieter) Christiaensz.,"Nederlantsche oorloghen, beroerten, ende borgerlijcke oneenicheyden, beginnende mette opdrachte der selver landen, gedaen by keyser Karel de V. aen zijnen zoon koninck Philippus van Spangien, tot de doot van Willem prince van Orangien.",Leyden et Amst. 1621. fol. 5 tom. [6 voll.] . ,fol.,1621,0,Leiden,ne|,DUTCH,GERMANIAE INFERIORIS ,Histories of the Civil Wars in the Netherlands,calf,6866,Fag.U.8.3,F3,1,TRUE,FALSE,FALSE,340,72,(estimate)
F.3.1 [5:3],BOR (Pieter) Christiaensz.,"Nederlantsche oorloghen, beroerten, ende borgerlijcke oneenicheyden, beginnende mette opdrachte der selver landen, gedaen by keyser Karel de V. aen zijnen zoon koninck Philippus van Spangien, tot de doot van Willem prince van Orangien.",Leyden et Amst. 1621. fol. 5 tom. [6 voll.] . ,fol.,1621,0,Leiden,ne|,DUTCH,GERMANIAE INFERIORIS ,Histories of the Civil Wars in the Netherlands,calf,6866,Fag.U.8.4,F3,1,TRUE,FALSE,FALSE,340,72,(estimate)
F.3.1 [5:4],BOR (Pieter) Christiaensz.,"Nederlantsche oorloghen, beroerten, ende borgerlijcke oneenicheyden, beginnende mette opdrachte der selver landen, gedaen by keyser Karel de V. aen zijnen zoon koninck Philippus van Spangien, tot de doot van Willem prince van Orangien.",Leyden et Amst. 1621. fol. 5 tom. [6 voll.] . ,fol.,1621,0,Leiden,ne|,DUTCH,GERMANIAE INFERIORIS ,Histories of the Civil Wars in the Netherlands,calf,6866,Fag.U.8.5,F3,1,TRUE,FALSE,FALSE,340,72,(estimate)
F.3.1 [5:5],BOR (Pieter) Christiaensz.,"Nederlantsche oorloghen, beroerten, ende borgerlijcke oneenicheyden, beginnende mette opdrachte der selver landen, gedaen by keyser Karel de V. aen zijnen zoon koninck Philippus van Spangien, tot de doot van Willem prince van Orangien.",Leyden et Amst. 1621. fol. 5 tom. [6 voll.] . ,fol.,1621,0,Leiden,ne|,DUTCH,GERMANIAE INFERIORIS ,Histories of the Civil Wars in the Netherlands,calf,6866,Fag.U.8.6,F3,1,TRUE,FALSE,FALSE,340,72,(estimate)
F.3.1 [5:6],BOR (Pieter) Christiaensz.,"Nederlantsche oorloghen, beroerten, ende borgerlijcke oneenicheyden, beginnende mette opdrachte der selver landen, gedaen by keyser Karel de V. aen zijnen zoon koninck Philippus van Spangien, tot de doot van Willem prince van Orangien.",Leyden et Amst. 1621. fol. 5 tom. [6 voll.] . ,fol.,1621,0,Leiden,ne|,DUTCH,GERMANIAE INFERIORIS ,Histories of the Civil Wars in the Netherlands,calf,6866,Fag.U.8.7,F3,1,TRUE,FALSE,FALSE,340,72,(estimate)
F.3.1 [6:7],"ANSELMO (Antonius), advocatus","Placcaeten ordonnantien landt-chartres blyde-incomsten privilegien, endo instructien by de princen van dese Neder-landen, aen deinghesetenen van Brabandt, Vlaenderen, ende andere provincien, t'sedert t'jaer 1220.",Antwerp. 1648. fol. 10 tom. in 11 voll.,fol.,1648,0,Antwerp,be|,DUTCH,GERMANIAE INFERIORIS ,"Hist. Topography, and Antiquities of Brabant",calf,6974,Fag.P.4.19,F3,1,TRUE,TRUE,TRUE,333,59,
F.3.1 [6:8],"ANSELMO (Antonius), advocatus","Placcaeten ordonnantien landt-chartres blyde-incomsten privilegien, endo instructien by de princen van dese Neder-landen, aen deinghesetenen van Brabandt, Vlaenderen, ende andere provincien, t'sedert t'jaer 1220.",Antwerp. 1648. fol. 10 tom. in 11 voll.,fol.,1648,0,Antwerp,be|,DUTCH,GERMANIAE INFERIORIS ,"Hist. Topography, and Antiquities of Brabant",calf,6974,Fag.P.4.20,F3,1,TRUE,TRUE,TRUE,332,55,
F.3.1 [6:9],"ANSELMO (Antonius), advocatus","Placcaeten ordonnantien landt-chartres blyde-incomsten privilegien, endo instructien by de princen van dese Neder-landen, aen deinghesetenen van Brabandt, Vlaenderen, ende andere provincien, t'sedert t'jaer 1220.",Antwerp. 1648. fol. 10 tom. in 11 voll.,fol.,1648,0,Antwerp,be|,DUTCH,GERMANIAE INFERIORIS ,"Hist. Topography, and Antiquities of Brabant",calf,6974,Fag.P.4.21,F3,1,TRUE,TRUE,TRUE,334,63,
F.3.1 [6:10],"ANSELMO (Antonius), advocatus","Placcaeten ordonnantien landt-chartres blyde-incomsten privilegien, endo instructien by de princen van dese Neder-landen, aen deinghesetenen van Brabandt, Vlaenderen, ende andere provincien, t'sedert t'jaer 1220.",Antwerp. 1648. fol. 10 tom. in 11 voll.,fol.,1648,0,Antwerp,be|,DUTCH,GERMANIAE INFERIORIS ,"Hist. Topography, and Antiquities of Brabant",calf,6974,Fag.P.4.22,F3,1,TRUE,TRUE,TRUE,333,50,
F.3.1 [7],HOUVE (Matthias van der).,"Hantvest of charte chronyck, vande landen van Oud-Batavien, Oud-Vriesland, &c., maeckende het Vereenighde Nederland.","Leyden, 1646. fol. 2 dln. en 1. 2e ed.",fol.,1646,0,Leiden,ne|,DUTCH,GERMANIAE INFERIORIS ,"Belgic and Batavian Chronicles, in Prose and Rime",vellum,6845,Fag.T.8.37,F3,1,TRUE,FALSE,TRUE,340,51,(estimate)
F.3.1 [8],"GRASWINCKELIUS (Theodorus), J. C.","Placcaten, ordonnantien ende reglementen, op 't stuck vande Lijf-tocht.","Leyden, 1651. fol.",fol.,1651,0,Leiden,ne|,DUTCH,HOLLANDIA,"Tractatus Pacis, Edicta, etc. vulgo Placaat-Boeken",vellum,7605,Fag.P.3.4,F3,1,TRUE,TRUE,TRUE,320,36,
F.3.1 [9],WITT (Jan de).,"Resolutien van de staten van Hollandt ende West-Vrieslandt van consideratie, ende oock voor de toekomende tyden dienende, genomen zedert den aenvangh van de bedieninge van hem als raedtpensionnaris van den selven lande, 1653-68.","'s Graven-hage, 1672. fol.",fol.,1672,0,Hague,ne|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7461,Fag.P.3.8,F3,1,TRUE,TRUE,TRUE,366,76,
F.3.2 [1],[Not held in TCD],"Jacobus Menoctius de adipiscenda, retinenda et recuperanda possessione",Genev. 1687. fol.,fol.,1687,0,Geneva,sz|,unknown,unknown,unknown,unknown,none,F.3.2 [1],F3,2,FALSE,FALSE,FALSE,340,53,(estimate)
F.3.2 [2],[Not held in TCD],"[Jacobus Menoctius] de jurisdictione, imperio et potestate ecclesiastica et seculati, item de immuni fate ecclesiae.",Lugd. 1695. fol.,fol.,1695,0,Lyon,fr|,unknown,unknown,unknown,unknown,none,F.3.2 [2],F3,2,FALSE,FALSE,FALSE,340,53,(estimate)
F.3.2 [3:1],[Not held in TCD],[Jacobus Menoctius] de praesumptionibus.,Genev. 1686. fol. 2  vol.,fol.,1686,0,Geneva,sz|,unknown,unknown,unknown,unknown,none,F.3.2 [3:1],F3,2,FALSE,FALSE,FALSE,340,53,(estimate)
F.3.2 [3:2],[Not held in TCD],[Jacobus Menoctius] de praesumptionibus.,Genev. 1686. fol. 2  vol.,fol.,1686,0,Geneva,sz|,unknown,unknown,unknown,unknown,none,F.3.2 [3:2],F3,2,FALSE,FALSE,FALSE,340,53,(estimate)
F.3.2 [4],[Not held in TCD],[Jacobus Menoctius] de arbitrariis judium quaestionibus,Genev. 1690. fol.,fol.,1690,0,Geneva,sz|,unknown,unknown,unknown,unknown,none,F.3.2 [4],F3,2,FALSE,FALSE,FALSE,340,53,(estimate)
F.3.2 [5],[Not held in TCD],Emanuelis Alvares Degas tractatus de competentiis,Lugd. 1675. fol.,fol.,1675,0,Lyon,fr|,unknown,unknown,unknown,unknown,none,F.3.2 [5],F3,2,FALSE,FALSE,FALSE,340,53,(estimate)
F.3.2 [6:1],[Not held in TCD],Josephi Mascardi conclusiones probationum,Francof. 1661. fol. 2  vol.,fol.,1661,0,Frankfurt am Main,gw|,unknown,unknown,unknown,unknown,none,F.3.2 [6:1],F3,2,FALSE,FALSE,FALSE,340,53,(estimate)
F.3.2 [6:2],[Not held in TCD],Josephi Mascardi conclusiones probationum,Francof. 1661. fol. 2  vol.,fol.,1661,0,Frankfurt am Main,gw|,unknown,unknown,unknown,unknown,none,F.3.2 [6:2],F3,2,FALSE,FALSE,FALSE,340,53,(estimate)
F.3.2 [7],"KLOCKIUS (Caspar), J. C.","Tractatus de aerario, sive censu, ed. operâ Christ. Pelleri.",Norimb .1671. fol.,fol.,1671,0,Nuremberg,gw|,LATIN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8649,Fag.O.3.4,F3,2,TRUE,TRUE,TRUE,359,76,
F.3.2 [8],[Not held in TCD],"Consilia pro erario, per Maximilianum faust ab Affschaffenburg",Francof. 1641. fol.,fol.,1641,0,Frankfurt am Main,gw|,unknown,unknown,unknown,unknown,none,F.3.2 [8],F3,2,FALSE,FALSE,FALSE,340,53,(estimate)
F.3.2 [9],[Not held in TCD],De vera jurisprudentia opus Joachimi Stopperi,Antv. 1690. fol.,fol.,1690,0,Antwerp,be|,unknown,unknown,unknown,unknown,none,F.3.2 [9],F3,2,FALSE,FALSE,FALSE,340,53,(estimate)
F.3.2 [10:1],"VOETIUS (Johannes), J. U. D.","Commentarius ad Pandectas, in quo, præter Romani juris principia ac controversias illustriores, jus etiam hodiernum & præcipuæ fori quæstiones excutiuntur. ","Hagæ-Com. 1698, 1704. fol. 2 tom. ",fol.,1698,1704,Hague,ne|,LATIN,JUS CIVILE,Civil Law,vellum,8387,Fag.O.3.6,F3,2,TRUE,TRUE,TRUE,352,62,
F.3.2 [10:2],"VOETIUS (Johannes), J. U. D.","Commentarius ad Pandectas, in quo, præter Romani juris principia ac controversias illustriores, jus etiam hodiernum & præcipuæ fori quæstiones excutiuntur. ","Hagæ-Com. 1698, 1704. fol. 2 tom. ",fol.,1698,1704,Hague,ne|,LATIN,JUS CIVILE,Civil Law,vellum,8387,Fag.O.3.7,F3,2,TRUE,TRUE,TRUE,350,82,
F.3.2 [11],"ANSELMO ( Antonius), advocatus","Consultationes seu resolutiones et advisamenta diurna ad quaestiones à consultoribus et litigantibus propositas, quaeque in episcopalibus, nec non in saecularibus et curiis feudalibus usitatae, et in praxi receptae sunt. ",Antwerp. 1671. fol.,fol.,1671,0,Antwerp,be|,LATIN,GERMANIAE INFERIORIS ,General History of the Netherlands,vellum,6838,Fag.P.4.12,F3,2,TRUE,TRUE,TRUE,344,40,
F.3.2 [12],"ANSELMO ( Antonius), advocatus","Codex Belgicus, seu jus edictale a principibus Belgarum sancitum, ofte de Nederlandtsche nieuwe soo gheestelycke als wereltlycke rechten, ghetrooken uyt de vier placcaet-boecken tot Gendt ende Antwerpen uytghegeven.",Antwerp. 1661. fol. 2den druck.,fol.,1661,0,Antwerp,be|,DUTCH,GERMANIAE INFERIORIS ,General History of the Netherlands,vellum,6836,Fag.P.4.10,F3,2,TRUE,TRUE,TRUE,344,45,
F.3.2 [13],"ANSELMO ( Antonius), advocatus","Commentaria ad perpetuum edictum Belgii principum Alberti et Isabellae, evulgatum 12 Julii, 1611, &c.",Antwerp. 1664. fol. 2da ed.,fol.,1664,0,Antwerp,be|,DUTCH,GERMANIAE INFERIORIS ,General History of the Netherlands,vellum,6837,Fag.P.4.11,F3,2,TRUE,TRUE,TRUE,341,41,
F.3.2 [14],"ANSELMO ( Antonius), advocatus","Tribonianvs Belgicvs sive dissertationes forenses, ad Belgarvm principvm edicta. Editio nova, cui additur Joannis Rommelii  dissertatio ad artic. xix. edicti perpetui. ",Antwerp. 1692. fol.,fol.,1692,0,Antwerp,be|,LATIN,GERMANIAE INFERIORIS ,General History of the Netherlands,vellum,6839,Fag.P.4.13,F3,2,TRUE,TRUE,TRUE,344,34,
F.3.2 [15:1],[Not held in TCD],Tractatus de in integrum restitutione varioruem,Francof. 1586. fol. 2  vol.,fol.,1586,0,Frankfurt am Main,gw|,unknown,unknown,unknown,unknown,none,F.3.2 [15:1],F3,2,FALSE,FALSE,FALSE,340,53,(estimate)
F.3.2 [15:2],[Not held in TCD],Tractatus de in integrum restitutione varioruem,Francof. 1586. fol. 2  vol.,fol.,1586,0,Frankfurt am Main,gw|,unknown,unknown,unknown,unknown,none,F.3.2 [15:2],F3,2,FALSE,FALSE,FALSE,340,53,(estimate)
F.3.3 [1],[Not held in TCD],Julii Clari Opera receptarum sententiarum,Antv. 1616. fol.,fol.,1616,0,Antwerp,be|,unknown,unknown,unknown,unknown,none,F.3.3 [1],F3,3,FALSE,FALSE,FALSE,340,59,(estimate)
F.3.3 [2:1],BULLART (Isaac),"Academie des sciences et des arts, contenant les vies et les eloges historiques des hommes illustres.","Brusselle, 1695. fol. 2 tom.",fol.,1695,0,Brussels,be|,ENGLISH,ARS PICTORIA,Treatises and Dictionaries of Arts and Sciences,vellum,4590,Fag.C.2.5,F3,3,TRUE,FALSE,TRUE,341,39,
F.3.3 [2:2],BULLART (Isaac),"Academie des sciences et des arts, contenant les vies et les eloges historiques des hommes illustres.","Brusselle, 1695. fol. 2 tom.",fol.,1695,0,Brussels,be|,ENGLISH,ARS PICTORIA,Treatises and Dictionaries of Arts and Sciences,vellum,4590,Fag.C.2.6,F3,3,TRUE,FALSE,TRUE,339,47,
F.3.3 [3],[Not held in TCD],Jo Badinus de Republica libri sex,Par. 1686. fol.,fol.,1686,0,Paris,fr|,unknown,unknown,unknown,unknown,none,F.3.3 [3],F3,3,FALSE,FALSE,FALSE,340,59,(estimate)
F.3.3 [4],JUS.,"Codex juris gentium diplomaticus, in quo tabulae rerum majoris momenti per Europam gestarum continentur, a fine seculi undecimi ad nostra usque tempora; edidit G.G.L.",Hannoverae. 1693. fol.,fol.,1693,0,Hanover,gw|,LATIN,JUS CIVILE,Ars Diplomatica; or Art of Decyphering,vellum,8994,Fag.O.3.9,F3,3,TRUE,TRUE,TRUE,339,44,
F.3.3 [5],"PATRITIUS, seu PATRICIUS (Franciscus), Senensis, pontifex Caietanus.",De regno & regis institutione [libb. IX. ],"[s.l.] (in aedibus Galioti a Prato), 1531. fol. ",fol.,1531,0,Not known,xx|,LATIN,PHILOLOGIA,"Philologi, Critici, ac Polygraphi",vellum,2768,Fag.P.4.14,F3,3,TRUE,TRUE,TRUE,336,48,
F.3.3 [6],MODREVIUS (Andreas Fricius).,"De republica emendanda libri V., 1mus de moribus, 2dus de legibus, 3tius de bello, 4tus de ecclesia, 5tus de schola: ed. 2da. Acc. de ecclesia liber 2dus, orationes item et epistolae.",Basileae 1559. fol.,fol.,1559,0,Basel,sz|,LATIN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8611,Fag.P.4.33,F3,3,TRUE,TRUE,TRUE,324,62,
F.3.3 [7],MARAVIGLIA (Josephus. Maria).,"Legvm ethico-politicarvm iam qvarto editarvm centvriae dvae, quarum altera leges honestae vitae, altera leges prudentiae senatoriae inscribitur.",[s.l.v.a.] fol.,fol.,uuuu,0,Not known,xx|,LATIN,PHILOSOPHIA,"Logic, Ethics",vellum,3637,Fag.O.3.10,F3,3,TRUE,TRUE,TRUE,330,58,
F.3.3 [8],[Not held in TCD],Resolutien instructies reglementen etc. M.S.,s.l. s.a.. fol.,fol.,uuuu,0,Not known,xx|,unknown,unknown,unknown,unknown,none,F.3.3 [8],F3,3,FALSE,FALSE,FALSE,340,59,(estimate)
F.3.3 [9:1],FREHERUS (Paulus).,Theatrum virorum eruditione clarorum.,Norib. 1688. fol. 2 vols.,fol.,1688,0,Nuremberg,gw|,LATIN,HISTORIA ANTIQUA,Dictionaries of General History and Biography,vellum,4891,Fag.B.2.20,F3,3,TRUE,TRUE,TRUE,354,55,
F.3.3 [9:2],FREHERUS (Paulus).,Theatrum virorum eruditione clarorum.,Norib. 1688. fol. 2 vols.,fol.,1688,0,Nuremberg,gw|,LATIN,HISTORIA ANTIQUA,Dictionaries of General History and Biography,vellum,4891,Fag.B.2.21,F3,3,TRUE,TRUE,TRUE,356,69,
F.3.3 [10:3],ALBRIZZI (Girollamo).,"La Galleria di Minerva, overo notizie universali di quanto è stato scritto da letterati di Europa, Et.","Venetia, 1696-1717.[tom. I.-III. tantum.]",fol.,1696,1717,Venice,it|,ITALIAN,LITERAE HUMANIORES (Pars I.),Bibliography and Literary History,vellum,188,Fag.C.1.2,F3,3,TRUE,FALSE,TRUE,365,35,
F.3.3 [10:4],ALBRIZZI (Girollamo).,"La Galleria di Minerva, overo notizie universali di quanto è stato scritto da letterati di Europa, Et.","Venetia, 1696-1717.[tom. I.-III. tantum.]",fol.,1696,1717,Venice,it|,ITALIAN,LITERAE HUMANIORES (Pars I.),Bibliography and Literary History,vellum,188,Fag.C.1.3,F3,3,TRUE,FALSE,TRUE,365,32,
F.3.3 [10:5],ALBRIZZI (Girollamo).,"La Galleria di Minerva, overo notizie universali di quanto è stato scritto da letterati di Europa, Et.","Venetia, 1696-1717.[tom. I.-III. tantum.]",fol.,1696,1717,Venice,it|,ITALIAN,LITERAE HUMANIORES (Pars I.),Bibliography and Literary History,vellum,188,Fag.C.1.4,F3,3,TRUE,FALSE,TRUE,365,32,
F.3.3 [11:6],[Not held in TCD],Latinae linguae proptuarium authore Theodosio Trebellio,Basel 1545. fol. 2  vol.,fol.,1545,0,Basel,sz|,unknown,unknown,unknown,unknown,none,F.3.3 [11:6],F3,3,FALSE,FALSE,FALSE,340,59,(estimate)
F.3.3 [11:7],[Not held in TCD],Latinae linguae proptuarium authore Theodosio Trebellio,Basel 1545. fol. 2  vol.,fol.,1545,0,Basel,sz|,unknown,unknown,unknown,unknown,none,F.3.3 [11:7],F3,3,FALSE,FALSE,FALSE,340,59,(estimate)
F.3.3 [12],"BLOUNT (Sir Thomas-Pope), bart",Censura celebriorum authorum. ,Lond. 1690. fol.,fol.,1690,0,London,enk,LATIN,PHILOLOGIA,"Philologi, Critici, ac Polygraphi",vellum,2700,Fag.D.1.11,F3,3,TRUE,FALSE,TRUE,334,48,
F.3.3 [13],"POSSEVINUS (Antonius), S. J.","Bibliotheca selecta, qua agitur de ratione studiorum in historia, in disciplinis, in salute omnium procuranda.","Venetiis, 1603. fol. 2 tom. in 1.",fol.,1603,0,Venice,it|,LATIN,LITERAE HUMANIORES (Pars I.),Method of Study,calf,29,Fag.D.1.10,F3,3,TRUE,FALSE,TRUE,334,70,
F.2.1 [1],"PISTORIUS (Joannes), Nidanus.","Rerum familiarumque Belgicarum chronicon magnvm, authore ordinis S. Avgvstini canonicorvm regularium propè Nussiam religioso ; cui accessit Wippo de Conradi Salici imperatoris vita, unà cum tribus antiquitatum Fuldensium libris, jamdiu desideratis: collectore ac editore J. Pistorio. ",Francofurti ad Moenum. 1654.  fol.,fol.,1654,0,Frankfurt am Main,gw|,LATIN,GERMANIAE INFERIORIS ,"Belgic and Batavian Chronicles, in Prose and Rime",vellum,6848,Fag.S.6.5,F2,1,TRUE,TRUE,TRUE,350,50,
F.2.1 [2],"METEREN (Emanuel), Belga.","Historie der Nederlandscher ende haerder naburen oorlogen ende geschiedenissen, tot den iare 1612. Nu de laestemael bij hem verbetert en in 32 boecken voltrocken. [ in Dutch, entit. ]","'s Graven-haghe, 1636. fol. ",fol.,1636,0,Hague,ne|,DUTCH,GERMANIAE INFERIORIS ,Histories of the Civil Wars in the Netherlands,vellum,6905,Fag.S.5.15,F2,1,TRUE,TRUE,TRUE,358,78,
F.2.1 [3],LEEUWEN (Simon van).,"Batavia illustrata, of le verhandelinge vanden oorspronk, voortgank, . . . van Oud Batavien, mitsgaders van den adel en regeringe van Hollandt.","'s Gravenhage, 1685. fol.",fol.,1685,0,Hague,ne|,DUTCH,GERMANIAE INFERIORIS ,General History of the United Provinces,vellum,7118,Fag.T.6.25,F2,1,TRUE,TRUE,TRUE,350,105,
F.2.1 [4],BOR (Pieter) Christiaensz.,"Byvoegsel van authentyke stukken, die in de historie van Pieter Bor slechts, sommierlijk en stuksgewijs of in't geheel niet gevonden worden.",[s. l. v. a.] fol.,fol.,uuuu,0,Not known,xx|,DUTCH,HOLLANDIA,"Miscellanies; Historical, Political, Juridical, relating to the United Provinces",vellum,7428,Fag.S.5.31,F2,1,TRUE,TRUE,TRUE,360,54,
F.2.1 [5],[Not held in TCD],Stemma Guillami Henrici principis Arausionensis,Hag. s.a.. fol.,fol.,uuuu,0,Hague,ne|,unknown,unknown,unknown,unknown,none,F.2.1 [5],F2,1,FALSE,FALSE,FALSE,376,55,(estimate)
F.2.1 [6],TRONCHIN-DU-BREUIL (Jean).,"Relation de la campagne de Flandre, et du siege de Namur, en l'année 1695 [anon.]","La Haye, 1696. fol. 2me éd.",fol.,1696,0,Hague,ne|,FRENCH,FRANCIAE,Hist. of France - Lewis XIV,calf,6040,Fag.Q.3.41,F2,1,TRUE,TRUE,TRUE,383,19,
F.2.1 [7],[Not held in TCD],Medicea hospes auctore Casparo Barlaeo,Amst. 1638. fol.,fol.,1638,0,Amsterdam,ne|,unknown,unknown,unknown,unknown,none,F.2.1 [7],F2,1,FALSE,FALSE,FALSE,376,55,(estimate)
F.2.1 [8],"GROTIUS, sive de GROOT (Hugo).",Epistolae quotquot reperiri potuerunt.,Amst. 1687. fol.,fol.,1687,0,Amsterdam,ne|,LATIN,THEOLOGIA,Miscellaneous Divinity in various Languages,vellum,1109,Fag.Y.3.12,F2,1,TRUE,TRUE,FALSE,389,64,
F.2.1 [9],SMALLEGANGE (M.),Nieuwe cronyk van Zeeland.,Middelb. 1696. fol. 1ste deel.,fol.,1696,0,Middelburg,ne|,DUTCH,HOLLANDIA,Hist. and Topography of Zeeland,vellum,7354,Fag.S.4.11,F2,1,TRUE,TRUE,TRUE,390,75,
F.2.1 [10],"EMMIUS (Ubbo), Frisius.","Rerum Frisicarum historiae libri X., Acc. de Frisia, et republ. Frisiorum, inter Flevum et Visurgim fiumina, libri aliquot.",Lugd. Bat. 1616. fol.,fol.,1616,0,Leiden,ne|,LATIN,HOLLANDIA,Hist. and Topography of Friesland,vellum,7292,Fag.S.4.2,F2,1,TRUE,TRUE,TRUE,378,86,
F.2.1 [11],HANE (Laurens van den).,"Vlaemsch recht, dat is, costumen ende wetten ghedecreteert by de graven ende gravinnen van Vlaenderen, met d'interpreta tien, . ..","Antwerpen, 1676. fol. 4e druk.",fol.,1676,0,Antwerp,be|,DUTCH,GERMANIAE INFERIORIS ,"Hist. Topography, and Antiquities of Flanders",vellum,6939,Fag.V.3.8,F2,1,TRUE,TRUE,FALSE,387,83,
F.2.1 [12:1],"CHRISTYN (Jr. Jan Baptiste), neveu du chancelier.","Brabandts recht, dat is generale costumen vanden lande ende hettoghdomme van Brabant, van Limborgh, stede ende lande van Mechelen, met ordonnantien, &c.","Antwerpen, 1682. 2 tom. folio.",fol.,1682,0,Antwerp,be|,DUTCH,unknown,no data,no data,6971,Fag.P.2.2,F2,1,TRUE,TRUE,TRUE,390,61,
F.2.1 [12:2],"CHRISTYN (Jr. Jan Baptiste), neveu du chancelier.","Brabandts recht, dat is generale costumen vanden lande ende hettoghdomme van Brabant, van Limborgh, stede ende lande van Mechelen, met ordonnantien, &c.","Antwerpen, 1682. 2 tom. folio.",fol.,1682,0,Antwerp,be|,DUTCH,unknown,no data,no data,6971,Fag.P.2.3,F2,1,TRUE,TRUE,TRUE,388,61,
F.2.1 [13],NETHERLANDS,"Deductie dienende tot adstructie van 't indisputabel recht van souverayniteyt, competerende de staten generael der Vereenichde Nederlanden, over de abdye van Postel.",[s.l.] 1654 fol.,fol.,1654,0,Not known,xx|,DUTCH,GERMANIAE INFERIORIS ,General Hist. & Topography of the United States [Provinces],vellum,7057,Fag.P.3.33,F2,1,TRUE,TRUE,TRUE,379,25,
F.2.1 [14:1],[Not held in TCD],Secrete resoluties van Holland van 1653 tot 1658. Item van 1659 tot 1668,s.l. s.a.. fol. 2  vol.,fol.,uuuu,0,Not known,xx|,unknown,unknown,unknown,unknown,none,F.2.1 [14:1],F2,1,FALSE,FALSE,FALSE,376,55,(estimate)
F.2.1 [14:2],[Not held in TCD],Secrete resoluties van Holland van 1653 tot 1658. Item van 1659 tot 1668,s.l. s.a.. fol. 2  vol.,fol.,uuuu,0,Not known,xx|,unknown,unknown,unknown,unknown,none,F.2.1 [14:2],F2,1,FALSE,FALSE,FALSE,376,55,(estimate)
F.2.1 [15],[Not held in TCD],Deductie van de Staten van Holland tot justificatie van de acte van seclusie,Hag. 1654. fol.,fol.,1654,0,Hague,ne|,unknown,unknown,unknown,unknown,none,F.2.1 [15],F2,1,FALSE,FALSE,FALSE,376,55,(estimate)
F.2.2 [1:1],"GROTIUS, sive de GROOT (Hugo).","De iure belli ac pacis libri tres, cum commentt. Gul. Vander Muelen. Acc. authoris annotata, nec non Jo. F. Gronovii notae.","Ultrajecti, 1696-1703. fol. 3 tom. ",fol.,1696,1703,Utrecht,ne|,LATIN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8621,Fag.N.1.12,F2,2,TRUE,TRUE,TRUE,394,42,
F.2.2 [1:2],"GROTIUS, sive de GROOT (Hugo).","De iure belli ac pacis libri tres, cum commentt. Gul. Vander Muelen. Acc. authoris annotata, nec non Jo. F. Gronovii notae.","Ultrajecti, 1696-1703. fol. 3 tom. ",fol.,1696,1703,Utrecht,ne|,LATIN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8621,Fag.N.1.13,F2,2,TRUE,TRUE,TRUE,397,67,
F.2.2 [1:3],"GROTIUS, sive de GROOT (Hugo).","De iure belli ac pacis libri tres, cum commentt. Gul. Vander Muelen. Acc. authoris annotata, nec non Jo. F. Gronovii notae.","Ultrajecti, 1696-1703. fol. 3 tom. ",fol.,1696,1703,Utrecht,ne|,LATIN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8621,Fag.N.1.14,F2,2,TRUE,TRUE,TRUE,396,34,
F.2.2 [2],OLIVEKRANS (Johannes Paulinus).,"Tabulæ in Hugonis Grotii de jure belli ac pacis libros, editae à Simone Henrico Musæo.","Kiloni, 1688. fol.",fol.,1688,0,Kiel,gw|,LATIN,JUS CIVILE,"Miscellanies, Political and Juridical",vellum,8627,Fag.O.3.43,F2,2,TRUE,TRUE,TRUE,359,16,
F.2.2 [3],[Not held in TCD],Ant. Perezii Praelectiones in XII libros codicis,Amst. 1653. fol.,fol.,1653,0,Amsterdam,ne|,unknown,unknown,unknown,unknown,none,F.2.2 [3],F2,2,FALSE,FALSE,FALSE,376,71,(estimate)
F.2.2 [4],[Not held in TCD],Opus politicum auctore Rudolpho Gothphredo Knichen,Francof. 1682. fol.,fol.,1682,0,Frankfurt am Main,gw|,unknown,unknown,unknown,unknown,none,F.2.2 [4],F2,2,FALSE,FALSE,FALSE,376,71,(estimate)
F.2.2 [5:1],[Not held in TCD],"Codex Theodosianus, cum commentariis Jacobi Gothofredi",Lugd. 1665. fol. 3  vol.,fol.,1665,0,Lyon,fr|,unknown,unknown,unknown,unknown,none,F.2.2 [5:1],F2,2,FALSE,FALSE,FALSE,376,71,(estimate)
